tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Lien_vidéo,Affiche du Film,Genres,Mots clés,Pays_production,Société_production,Logo,Mots_cles_top5,Société_production_top5,Annee_sortie
tt3289724,351044,Bienvenue à Marwen,Welcome to Marwen,2018-12-21,116,39000000.0,13061491.0,US,en,6.5,1181.0,4.7,"L'histoire de Mark Hogancamp, victime d'une amnésie totale après avoir été sauvagement agressé, et qui, en guise de thérapie, se lance dans la construction de la réplique d'un village belge durant la Seconde Guerre mondiale, mettant en scène les figurines des habitants en les identifiant à ses proches, ses agresseurs ou lui-même.",https://www.youtube.com/watch?v=tmnS1TJIkWo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xT5SfR88b0XudtllaGcKNcMS0m8.jpg,"Biography,Comedy,Drama","coma, rehabilitation, based on true story, fictional war, mental illness, prototype, toy comes to life, toy soldier, toy designer, live action and animation, animatronic, delusions, semi-biographical, based on documentary","Canada, Japan, United States of America","DreamWorks Pictures, Universal Pictures, ImageMovers, Perfect World Pictures, dentsu, Fuji Television Network","https://image.tmdb.org/t/p/w300/vru2SssLX3FPhnKZGtYw00pVIS9.png, https://image.tmdb.org/t/p/w300/8lvHyhjr8oUKOOy2dKXoALWKdp0.png, https://image.tmdb.org/t/p/w300/5vSBzUwnCcaF90ZTchG3LwRKQ2M.png, https://image.tmdb.org/t/p/w300/7gLb5n9flgH3aGn28Q0jNtPhlwx.png, https://image.tmdb.org/t/p/w300/b5rT6VbYza3LyfltCmz1OcqzWJM.png, https://image.tmdb.org/t/p/w300/dTG5dXE1kU2mpmL9BNnraffckLU.png","based on true story,mental illness,live action and animation","DreamWorks Pictures,Universal Pictures,Perfect World Pictures,dentsu",2018
tt1188729,19898,Pandorum,Pandorum,2009-09-08,108,33000000.0,20648328.0,US,en,6.6,2534.0,3.5,"Deux astronautes, le lieutenant Payton et le caporal Bower, se réveillent dans leur gigantesque vaisseau spatial après un long séjour en hyper-sommeil. Désorientés et plongés dans le noir, ils ne se souviennent ni de leurs identités ni de leur mission. Les seuls sons qui leur parviennent sont des vibrations provenant du cœur du vaisseau. Le caporal Bower part en exploration et ne tarde pas à découvrir quelques survivants qui vivent cachés, traqués par d'effroyables créatures. Ensemble ils vont essayer de découvrir ce qui s'est réellement passé lors de cette mission...",https://www.youtube.com/watch?v=9GZA6gOKpEk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bSVu5FxpPdKpLtpQg2ZyMqNE1RC.jpg,"Action,Horror,Mystery","spacecraft, mission, mutation, dystopia, survival, creature, pandorum","Germany, United Kingdom, United States of America","Impact Pictures, Studio Babelsberg, Summit Entertainment, Constantin Film, Overture Films","https://image.tmdb.org/t/p/w300/fA90qwUKgPhMONqtwY60GaHRyrW.png, https://image.tmdb.org/t/p/w300/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png, https://image.tmdb.org/t/p/w300/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png, https://image.tmdb.org/t/p/w300/i1TyJLN5V53V6IKbugEzwM3tMvw.png","spacecraft,mission,dystopia,survival,creature","Studio Babelsberg,Summit Entertainment,Constantin Film",2009
tt0477080,44048,Unstoppable,Unstoppable,2010-11-04,95,100000000.0,167805466.0,US,en,6.6,3743.0,6.8,Un ingénieur et un chauffeur vivent une véritable course contre la montre. Les deux hommes tentent de stopper un train qui transporte des produits toxiques avant que celui-ci ne déraille et répande une flaque toxique qui décimera la ville complète.,https://www.youtube.com/watch?v=ngDpORUIHoo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lpZP0pNeoOogMT0484GquYGVFfF.jpg,"Action,Thriller","pennsylvania, usa, locomotive, freight train, evacuation, based on true story, train, train conductor, runaway train, railyard, family issues, national news, railroad crossing, collision course, train engineer, emergency stop, high octane, toxic chemicals, hazardous material, train yard, train yardmaster, full throttle","United States of America, United Kingdom","20th Century Fox, Dune Entertainment, Prospect Park, Ingenious Media, Scott Free Productions, Big Screen Entertainment Group","https://image.tmdb.org/t/p/w300/qZCc1lty5FzX30aOCVRBLzaVmcp.png, https://image.tmdb.org/t/p/w300/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png, https://image.tmdb.org/t/p/w300/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png","pennsylvania,usa,based on true story,train","20th Century Fox,Dune Entertainment,Ingenious Media,Scott Free Productions",2010
tt1019452,12573,A Serious Man,A Serious Man,2009-10-02,105,7000000.0,31400000.0,US,en,6.7,2240.0,4.1,"En 1967, Larry Gopnik, professeur de physique dans une petite université du Midwest, vient d'apprendre que sa femme Judith allait le quitter. Elle est tombée amoureuse d'une de ses connaissances, le pontifiant Sy Ableman. Arthur, le frère de Larry, est incapable de travailler et dort sur le canapé. Danny, son fils a des problèmes de discipline à l'école hébraïque, et sa fille Sarah vole dans son portefeuille car elle a l'intention de se faire refaire le nez. Pendant ce temps, Larry reçoit à la fac des lettres anonymes visant à empêcher sa titularisation, et un étudiant veut le soudoyer pour obtenir son diplôme. Luttant désespérément pour trouver un équilibre, Larry cherche conseil auprès de trois rabbins. Qui l'aidera à faire face à ses malheurs et à devenir un mensch, un homme bien ?",https://www.youtube.com/watch?v=pzGOu3Zmsmk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rpiJr0p25pLVGETmygbho0kv4Bw.jpg,"Comedy,Drama","dreams, midlife crisis, professor, minnesota, dark comedy, rabbi, bar mitzvah, marijuana, morality, jewish american, bribery, school bus, bribe, jewish family, physics professor, 1960s, ethics, transistor radio, nightmares, flirty neighbor","United States of America, United Kingdom, France","Focus Features, StudioCanal, Relativity Media, Working Title Films, Mike Zoss Productions","https://image.tmdb.org/t/p/w300/xnFIOeq5cKw09kCWqV7foWDe4AA.png, https://image.tmdb.org/t/p/w300/5LEHONGkZBIoWvp1ygHOF8iyi1M.png, https://image.tmdb.org/t/p/w300/5MYE96QiE5a5oFhXxFb4y8ILSpw.png, https://image.tmdb.org/t/p/w300/16KWBMmfPX0aJzDExDrPxSLj0Pg.png, https://image.tmdb.org/t/p/w300/9IAf3DxvsjOVSQVjX5F22jTU4Nh.png","dreams,midlife crisis,professor,dark comedy,marijuana,1960s","Focus Features,StudioCanal,Relativity Media,Working Title Films",2009
tt0431197,4349,Le Royaume,The Kingdom,2007-08-22,110,70000000.0,86658558.0,US,en,6.7,1745.0,4.9,"Riyad (Arabie Saoudite). Un attentat des plus sanglants jamais perpétrés contre des Occidentaux fait plus 100 morts et 200 blessés parmi les employés de la société pétrolière Gulf Oasis et leurs familles. Tandis que les bureaucrates de Washington discutent ""droit d'ingérence"" et ""territorialité"", l'agent du FBI Ronald Fleury et les membres de sa section d'intervention négocient un discret voyage de cinq jours en Arabie Saoudite pour identifier le cerveau de l'attentat. Dès leur arrivée au Royaume, Fleury et les siens sont confrontés à l'hostilité des Saoudiens, qui prétendent mener seuls l'enquête. Entravés par un protocole tatillon et pressés par le temps, les quatre agents comprennent qu'ils doivent gagner au plus tôt la confiance de leurs homologues saoudiens, aussi décidés qu'eux à retrouver les terroristes...",https://www.youtube.com/watch?v=6AtnCX1Xu0Y,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jqJ3e56aanp1KybI97PCqPf7uwS.jpg,"Action,Drama,Thriller","assassin, saudi arabia, assassination, police, chase, explosive, fbi, investigation, medical examiner, terrorism, arab, angry, bomb attack, critical","Germany, United States of America, United Kingdom","Universal Pictures, Forward Pass, Relativity Media, FilmWorks, MDBF Zweite Filmgesellschaft","https://image.tmdb.org/t/p/w300/8lvHyhjr8oUKOOy2dKXoALWKdp0.png, https://image.tmdb.org/t/p/w300/fy7laY9J4tbYz7yNxGEKmoMrXRt.png, https://image.tmdb.org/t/p/w300/5MYE96QiE5a5oFhXxFb4y8ILSpw.png","assassin,police,chase,fbi,investigation,terrorism,angry","Universal Pictures,Relativity Media",2007
tt1401152,48138,Sans identité,Unknown,2011-02-16,110,30000000.0,130786397.0,US,en,6.7,4036.0,7.6,"Alors qu'il est à Berlin pour donner une conférence, un homme tombe dans le coma, victime d'un accident de voiture. Plus tard, une fois réveillé, il apprend qu’un autre homme a pris son identité et cherche à le tuer. Avec l’aide d’une jeune femme, il va tout mettre en œuvre pour prouver qui il est.",https://www.youtube.com/watch?v=iUkfjNVHtf4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kJ2HMQ8MKh7kYIjqPaJTMz8yLOX.jpg,"Action,Mystery,Thriller","hotel, taxi, coma, taxi driver, prince, briefcase, hospital, stolen identity","United States of America, United Kingdom, France, Germany","Panda Productions, Dark Castle Entertainment, StudioCanal, TF1 Films Production, Warner Bros. Pictures, Horticus UK, Studio Babelsberg","https://image.tmdb.org/t/p/w300/dVSnNBwhb0WW5zGis3HjI6Q66Gp.png, https://image.tmdb.org/t/p/w300/5LEHONGkZBIoWvp1ygHOF8iyi1M.png, https://image.tmdb.org/t/p/w300/9tW5wZEGotn1Ei5pErA88m47XiD.png, https://image.tmdb.org/t/p/w300/ingPVoHnINIrFR7WHmYux1f5pES.png, https://image.tmdb.org/t/p/w300/fA90qwUKgPhMONqtwY60GaHRyrW.png",hospital,"StudioCanal,TF1 Films Production,Warner Bros. Pictures,Studio Babelsberg",2011
tt1176740,19255,Away We Go,Away We Go,2009-06-05,98,17000000.0,15779455.0,US,en,6.7,604.0,2.6,"Lorsque Burt et Verona apprennent qu'ils vont devenir parents, c'est la panique. Ils détestent la ville de province où ils habitent, et maintenant que les parents de Burt déménagent, plus rien ne les y retient. Ils décident alors de partir à la recherche de l'endroit parfait où fonder leur famille. Sur leur chemin, ils rendent visite à leur famille et à de vieux amis. Certains leur paraissent fous à lier, d'autres leur donnent envie de suivre leur modèle... Mais finalement, tous vont aider à leur manière Burt et Verona à réaliser qu'ils n'ont peut être besoin que l'un de l'autre pour fonder leur foyer.",https://www.youtube.com/watch?v=vYASCrx5hac,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ybKQd7nPrCkxYLAGi66WJ2tCT5Y.jpg,"Comedy,Drama,Romance","interracial relationship, biracial, bedtime story, medical illustrator, disguised voice, student protest, sonogram","United Kingdom, United States of America","Focus Features, Big Beach, Neal Street Productions, Edward Saxon Productions","https://image.tmdb.org/t/p/w300/xnFIOeq5cKw09kCWqV7foWDe4AA.png, https://image.tmdb.org/t/p/w300/40E8iNvy6brH6t4BbmQL211jIpl.png, https://image.tmdb.org/t/p/w300/8uaoEVgNxFH0R94O53gUiByahVr.png",,"Focus Features,Big Beach",2009
tt1013752,13804,Fast & Furious 4,Fast & Furious,2009-04-02,107,85000000.0,363164265.0,US,en,6.7,7580.0,0.9,"Un meurtre oblige Dom Toretto, un ancien taulard en cavale, et l'agent Brian O'Conner à revenir à L.A. où leur querelle se rallume. Mais confrontés à un ennemi commun, ils sont contraints à former une alliance incertaine s'ils espèrent parvenir à déjouer ses plans. De l'attaque de convoi aux glissades de précision qui les mèneront hors de leurs propres frontières, les deux hommes trouveront le meilleur moyen de prendre leur revanche : en poussant les limites de ce qui est faisable au volant d'un bolide.",https://www.youtube.com/watch?v=99XOxDLMvBg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gfeS7erDlmSUmymmf4RVFVc4iiu.jpg,"Action,Thriller","sibling relationship, car race, gambling, ex-lover, fast, car crash, cop, street race, cars, აწყვეტილები","Japan, United States of America","dentsu, Universal Pictures, Relativity Media, Original Film, One Race","https://image.tmdb.org/t/p/w300/b5rT6VbYza3LyfltCmz1OcqzWJM.png, https://image.tmdb.org/t/p/w300/8lvHyhjr8oUKOOy2dKXoALWKdp0.png, https://image.tmdb.org/t/p/w300/5MYE96QiE5a5oFhXxFb4y8ILSpw.png, https://image.tmdb.org/t/p/w300/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png, https://image.tmdb.org/t/p/w300/rIxhJMR7oK8b2fMakmTfRLY2TZv.png","sibling relationship,car race,car crash","dentsu,Universal Pictures,Relativity Media,Original Film,One Race",2009
tt1068680,10201,Yes Man,Yes Man,2008-12-09,104,70000000.0,223200000.0,US,en,6.7,7148.0,7.5,"Carl Allen est au point mort. No future, jusqu'au jour où il s'inscrit à un programme de développement personnel basé sur une idée toute simple : dire oui à tout ! Carl découvre avec éblouissement le pouvoir magique du « Yes », et voit sa vie professionnelle et amoureuse bouleversée du jour au lendemain : une promotion inattendue, une nouvelle petite amie. Mais il découvrira bientôt que le mieux peut être l'ennemi du bien, et que toutes les occasions ne sont pas bonnes à prendre…",https://www.youtube.com/watch?v=piWHaT1r1Go,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bLT6DdHf1LWSVIViBufpkSUOnEy.jpg,"Comedy,Romance","california, bungee-jump, falling in love, ex-wife, hollywood bowl, excuse, opposites attract, loan officer, scooter, duringcreditsstinger, life changing, inspirational, best friends, unlikely romance, amused, cheerful, joyful","United Kingdom, United States of America","Warner Bros. Pictures, Village Roadshow Pictures, Heyday Films, The Zanuck Company","https://image.tmdb.org/t/p/w300/ingPVoHnINIrFR7WHmYux1f5pES.png, https://image.tmdb.org/t/p/w300/at4uYdwAAgNRKhZuuFX8ShKSybw.png, https://image.tmdb.org/t/p/w300/nu20mtwbEIhUNnQ5NXVhHsNknZj.png, https://image.tmdb.org/t/p/w300/i6B0AIrUESLt5Fm6MOPXmuPhsvA.png","california,falling in love,duringcreditsstinger,inspirational,amused,cheerful,joyful","Warner Bros. Pictures,Village Roadshow Pictures,Heyday Films",2008
tt0887883,4944,Burn After Reading,Burn After Reading,2008-09-05,96,37000000.0,163700000.0,US,en,6.7,5008.0,3.0,"Osborne Cox est un analyste à la CIA en difficulté. Sa femme, Katie, s'adonne peu à la compassion. Harry Pfarrer est un marshal fédéral assez porté sur le sexe. Linda Litzke et Chad Feldheimer sont employés du club de remise en forme Hardbodies Fitness. Et ils vont découvrir un CD appartenant à Osborne Cox, ce qui ne rassure pas le directeur de la salle de sport, Ted Treffon, qui est amoureux de Linda. Tout ce petit monde va se trouver mêlé pour des aventures trépidantes au cœur de quelques maux de la société américaine…",https://www.youtube.com/watch?v=m_VZ5up4U9g,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AuHddPinWRWM3ZBfGMBm09nuKO1.jpg,"Comedy,Crime,Drama","washington dc, usa, blackmail, paranoia, black humor, plastic surgery, autobiography, memory, corpse, divorce, gym, disc, ex priest, fitness, online dating, memoirs, personal trainer, shaggy dog story","United States of America, United Kingdom, France","Focus Features, StudioCanal, Relativity Media, Working Title Films, Mike Zoss Productions","https://image.tmdb.org/t/p/w300/xnFIOeq5cKw09kCWqV7foWDe4AA.png, https://image.tmdb.org/t/p/w300/5LEHONGkZBIoWvp1ygHOF8iyi1M.png, https://image.tmdb.org/t/p/w300/5MYE96QiE5a5oFhXxFb4y8ILSpw.png, https://image.tmdb.org/t/p/w300/16KWBMmfPX0aJzDExDrPxSLj0Pg.png, https://image.tmdb.org/t/p/w300/9IAf3DxvsjOVSQVjX5F22jTU4Nh.png","washington dc,usa,divorce","Focus Features,StudioCanal,Relativity Media,Working Title Films",2008
tt0120630,7443,Chicken Run,Chicken Run,2000-06-23,85,45000000.0,224834564.0,US,en,6.8,5252.0,6.6,"À la ferme des Tweedy, les poules qui ne pondent pas pour le breakfast savent qu’elles risquent de finir au menu du dîner. Il leur faut prendre leurs pattes à leur cou au plus vite.",https://www.youtube.com/watch?v=2XevZIaYm6Y,https://image.tmdb.org/t/p/w600_and_h900_bestv2/52ILcyaRoMegsAHlMSyHcw0B2XQ.jpg,"Adventure,Animation,Comedy","farm, northern england, escape, freedom, chicken, villain, yorkshire, stop motion, explosion, farmer, female villain, pie machine, claymation, plasticine, royal air force, raf, whimsical","France, United Kingdom, United States of America","Aardman, DreamWorks Animation, Pathé, DreamWorks Pictures","https://image.tmdb.org/t/p/w300/8ixoR3cvroUqNDLjaX6AZmJIdRY.png, https://image.tmdb.org/t/p/w300/3BPX5VGBov8SDqTV7wC1L1xShAS.png, https://image.tmdb.org/t/p/w300/6Yv1gIAuGkHS5Vis4UjnqHhCPWV.png, https://image.tmdb.org/t/p/w300/vru2SssLX3FPhnKZGtYw00pVIS9.png","escape,villain,stop motion,explosion,female villain,whimsical","Aardman,DreamWorks Animation,Pathé,DreamWorks Pictures",2000
tt0266915,5175,Rush Hour 2,Rush Hour 2,2001-08-03,90,90000000.0,347325802.0,US,en,6.8,4394.0,7.5,"L'agent James Carter rejoint son vieil ami l'inspecteur Lee pour passer, à Hong Kong, ce qui devrait être de reposantes vacances. Mais lorsqu'une bombe explose à l'ambassade américaine, tuant deux agents des douanes enquêtant sur un trafic de faux billets. La police suspectant Ricky Tan, chef de la Triade, confie l'affaire à Lee. À regret, Carter voit ses projets de repos s'écrouler, d'autant plus que pour son compère, l'affaire est personnelle : Ricky Tan était autrefois le partenaire de son père dans la police et a joué un rôle direct dans sa mort… Cette fois, c'est Lee qui guide son collègue dans un pays inconnu, et quand on connaît le bon caractère de Carter et sa discrétion, nul doute que tout sera simple… De Hong Kong à Los Angeles et Las Vegas, l'enquête risque d'être explosive.",https://www.youtube.com/watch?v=w9orT6O1Nb4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/muBpOJcl6nBfPfjmj620xZjGgtL.jpg,"Action,Comedy,Crime","martial arts, los angeles, california, criminal investigation, interracial friendship, buddy cop, duringcreditsstinger, action hero, good versus evil","United States of America, Hong Kong","New Line Cinema, Arthur Sarkissian Productions, Roger Birnbaum Productions",https://image.tmdb.org/t/p/w300/2ycs64eqV5rqKYHyQK0GVoKGvfX.png,"martial arts,los angeles,california,buddy cop,duringcreditsstinger,action hero,good versus evil",New Line Cinema,2001
tt0832266,8390,"Un jour, peut-être...","Definitely, Maybe",2008-02-08,112,27000000.0,55447968.0,US,en,6.9,2546.0,5.2,"Will Hayes est un jeune père New Yorkais d'une trentaine d'années en plein divorce lorsque sa fille de onze ans, Maya, le questionne sur sa vie avant qu'il ne soit marié. Elle veut savoir comment ses parents se sont rencontrés et comment ils sont tombés amoureux. L'histoire de Will commence en 1992 alors qu'il n'était encore qu'un jeune politicien qui débarquait de son Wisconsin natal à New York pour travailler sur la campagne de Clinton. Will raconte ses péripéties avec son meilleur ami, Russell, et, sous forme de puzzle, ses 3 grandes histoires d'amour. Il y a eu Emily, son amour de lycée; April, sa meilleure-amie et confidente de toujours et Summer, une journaliste ambitieuse. L'une d'entre elles est la mère de Maya mais ce n'est qu'à la fin de l'histoire qu'elle saura avec laquelle il s'est marié.",https://www.youtube.com/watch?v=SYnVohg5AqQ,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qBzVq3PJXi1OrzsI35JZDWPxRnj.jpg,"Comedy,Drama,Romance","love of one's life, parent child relationship, election campaign, politics, narration, marriage, make a match, sex education, romance, best friend, falling in love, precocious child, dating woes, love problems, past relationship, young daughter, past love, father daughter relationship, relationships, dating history, impending divorce, political ambition","France, Germany, United Kingdom","Ringerike Erste Filmproduktion, Universal Pictures, StudioCanal, Working Title Films, Scion Films","https://image.tmdb.org/t/p/w300/8lvHyhjr8oUKOOy2dKXoALWKdp0.png, https://image.tmdb.org/t/p/w300/5LEHONGkZBIoWvp1ygHOF8iyi1M.png, https://image.tmdb.org/t/p/w300/16KWBMmfPX0aJzDExDrPxSLj0Pg.png, https://image.tmdb.org/t/p/w300/xePgQxppZtgSMICGgnKAWlVobt7.png","parent child relationship,politics,marriage,romance,best friend,falling in love,father daughter relationship","Universal Pictures,StudioCanal,Working Title Films",2008
